2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
13	1	1
14	1	1
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
22	1	1
24	1	1
25	1	1
28	1	1
53	1	1
62	1	1
73	1	1
84	1	1
93	1	1
98	1	1
100	1	1
101	1	1
102	1	1
103	1	1
104	1	1
105	1	1
106	1	1
107	1	1
108	1	1
109	1	1
110	1	1
111	1	1
112	1	1
113	1	1
114	1	1
115	1	1
116	1	1
117	1	1
118	1	1
119	1	1
120	1	1
121	1	1
122	1	1
123	1	1
124	1	1
125	1	1
126	1	1
127	1	1
129	1	1
130	1	1
131	1	1
132	1	1
133	1	1
134	1	1
135	1	1
136	1	1
137	1	1
138	1	1
139	1	1
140	1	1
141	1	1
142	1	1
143	1	1
144	1	1
147	1	1
148	1	1
149	1	1
151	1	1
155	1	1
156	1	1
161	1	1
162	1	1
163	1	1
164	1	1
165	1	1
166	1	1
167	1	1
168	1	1
169	1	1
170	1	1
172	1	1
173	1	1
174	1	1
175	1	1
176	1	1
177	1	1
178	1	1
179	1	1
180	1	1
181	1	1
1	2	1
3	2	1
4	2	1
5	2	1
13	2	1
22	2	1
23	2	1
24	2	1
26	2	1
28	2	1
33	2	1
53	2	1
62	2	1
73	2	1
84	2	1
93	2	1
98	2	1
100	2	1
101	2	1
102	2	1
103	2	1
104	2	1
105	2	1
106	2	1
107	2	1
108	2	1
109	2	1
110	2	1
111	2	1
112	2	1
113	2	1
114	2	1
115	2	1
116	2	1
117	2	1
118	2	1
120	2	1
121	2	1
122	2	1
123	2	1
124	2	1
125	2	1
126	2	1
128	2	1
134	2	1
135	2	1
136	2	1
137	2	1
139	2	1
141	2	1
147	2	1
148	2	1
149	2	1
150	2	1
151	2	1
156	2	1
163	2	1
164	2	1
165	2	1
166	2	1
167	2	1
168	2	1
169	2	1
170	2	1
171	2	1
172	2	1
173	2	1
174	2	1
175	2	1
176	2	1
177	2	1
178	2	1
179	2	1
180	2	1
181	2	1
1	3	1
2	3	1
13	3	1
32	3	1
99	3	1
119	3	1
128	3	1
150	3	1
155	3	1
157	3	1
158	3	1
159	3	1
160	3	1
161	3	1
165	3	1
171	3	1
172	3	1
173	3	1
174	3	1
175	3	1
176	3	1
177	3	1
178	3	1
1	4	1
2	4	1
13	4	1
32	4	1
99	4	1
119	4	1
128	4	1
150	4	1
155	4	1
157	4	1
158	4	1
159	4	1
160	4	1
161	4	1
165	4	1
171	4	1
172	4	1
173	4	1
174	4	1
175	4	1
176	4	1
177	4	1
178	4	1
1	5	1
2	5	1
13	5	1
32	5	1
99	5	1
119	5	1
128	5	1
150	5	1
155	5	1
157	5	1
158	5	1
159	5	1
160	5	1
161	5	1
165	5	1
171	5	1
172	5	1
173	5	1
174	5	1
175	5	1
176	5	1
177	5	1
178	5	1
1	6	1
9	6	1
13	6	1
14	6	1
16	6	1
32	6	1
99	6	1
155	6	1
157	6	1
158	6	1
159	6	1
160	6	1
165	6	1
167	6	1
169	6	1
170	6	1
171	6	1
172	6	1
173	6	1
174	6	1
175	6	1
176	6	1
177	6	1
178	6	1
13	7	1
99	7	1
119	7	1
128	7	1
150	7	1
161	7	1
171	7	1
172	7	1
173	7	1
174	7	1
175	7	1
176	7	1
177	7	1
178	7	1
1	8	1
13	8	1
32	8	1
99	8	1
119	8	1
128	8	1
150	8	1
154	8	1
155	8	1
157	8	1
158	8	1
159	8	1
160	8	1
161	8	1
165	8	1
171	8	1
172	8	1
173	8	1
174	8	1
175	8	1
176	8	1
177	8	1
178	8	1
1	9	1
6	9	1
13	9	1
25	9	1
32	9	1
119	9	1
125	9	1
126	9	1
127	9	1
128	9	1
129	9	1
130	9	1
131	9	1
132	9	1
133	9	1
134	9	1
135	9	1
136	9	1
137	9	1
138	9	1
140	9	1
141	9	1
142	9	1
143	9	1
150	9	1
154	9	1
155	9	1
157	9	1
158	9	1
159	9	1
160	9	1
161	9	1
165	9	1
167	9	1
168	9	1
171	9	1
172	9	1
173	9	1
174	9	1
175	9	1
176	9	1
177	9	1
178	9	1
1	10	1
13	10	1
32	10	1
99	10	1
119	10	1
128	10	1
150	10	1
154	10	1
155	10	1
157	10	1
158	10	1
159	10	1
160	10	1
161	10	1
165	10	1
171	10	1
172	10	1
173	10	1
174	10	1
175	10	1
176	10	1
177	10	1
178	10	1
1	11	1
13	11	1
32	11	1
99	11	1
119	11	1
128	11	1
150	11	1
154	11	1
155	11	1
157	11	1
158	11	1
159	11	1
160	11	1
161	11	1
165	11	1
171	11	1
172	11	1
173	11	1
174	11	1
175	11	1
176	11	1
177	11	1
178	11	1
1	12	1
13	12	1
32	12	1
99	12	1
119	12	1
128	12	1
150	12	1
154	12	1
155	12	1
157	12	1
158	12	1
159	12	1
160	12	1
161	12	1
165	12	1
171	12	1
172	12	1
173	12	1
174	12	1
175	12	1
176	12	1
177	12	1
178	12	1
1	13	1
2	13	1
3	13	1
4	13	1
5	13	1
6	13	1
7	13	1
8	13	1
9	13	1
10	13	1
11	13	1
12	13	1
13	13	1
14	13	1
15	13	1
16	13	1
17	13	1
18	13	1
19	13	1
20	13	1
22	13	1
23	13	1
24	13	1
25	13	1
26	13	1
27	13	1
28	13	1
33	13	1
93	13	1
101	13	2
102	13	1
103	13	1
104	13	1
105	13	1
106	13	1
107	13	1
108	13	1
109	13	1
110	13	1
111	13	1
112	13	1
113	13	1
114	13	1
115	13	1
116	13	1
117	13	1
118	13	1
119	13	1
120	13	1
121	13	1
122	13	1
123	13	1
124	13	1
125	13	1
126	13	1
127	13	1
128	13	1
129	13	1
130	13	1
131	13	1
132	13	1
133	13	1
134	13	1
135	13	1
136	13	1
137	13	1
138	13	1
139	13	1
140	13	1
141	13	1
142	13	1
143	13	1
144	13	1
147	13	1
148	13	1
149	13	1
150	13	1
151	13	1
152	13	1
153	13	1
154	13	1
155	13	1
156	13	1
160	13	1
161	13	1
162	13	1
163	13	1
164	13	1
165	13	1
166	13	1
167	13	1
168	13	1
169	13	1
170	13	1
171	13	1
172	13	1
173	13	1
174	13	1
175	13	1
176	13	1
177	13	1
178	13	1
179	13	1
180	13	1
181	13	1
1	14	1
6	14	1
13	14	1
32	14	1
99	14	1
119	14	1
125	14	1
126	14	1
127	14	1
128	14	1
129	14	1
130	14	1
131	14	1
132	14	1
133	14	1
134	14	1
135	14	1
136	14	1
137	14	1
138	14	1
140	14	1
141	14	1
142	14	1
143	14	1
150	14	1
154	14	1
155	14	1
157	14	1
158	14	1
159	14	1
160	14	1
161	14	1
165	14	1
167	14	1
171	14	1
172	14	1
173	14	1
174	14	1
175	14	1
176	14	1
177	14	1
178	14	1
1	15	1
13	15	1
32	15	1
99	15	1
119	15	1
128	15	1
150	15	1
154	15	1
155	15	1
157	15	1
158	15	1
159	15	1
160	15	1
161	15	1
165	15	1
171	15	1
172	15	1
173	15	1
174	15	1
175	15	1
176	15	1
177	15	1
178	15	1
1	16	1
6	16	1
13	16	1
32	16	1
99	16	1
119	16	1
125	16	1
126	16	1
127	16	1
128	16	1
129	16	1
130	16	1
131	16	1
132	16	1
133	16	1
134	16	1
135	16	1
136	16	1
137	16	1
138	16	1
140	16	1
141	16	1
142	16	1
143	16	1
150	16	1
154	16	1
155	16	1
157	16	1
158	16	1
159	16	1
160	16	1
161	16	1
165	16	1
167	16	1
171	16	1
172	16	1
173	16	1
174	16	1
175	16	1
176	16	1
177	16	1
178	16	1
1	17	1
13	17	1
32	17	1
99	17	1
119	17	1
128	17	1
150	17	1
154	17	1
155	17	1
157	17	1
158	17	1
159	17	1
160	17	1
161	17	1
165	17	1
171	17	1
172	17	1
173	17	1
174	17	1
175	17	1
176	17	1
177	17	1
178	17	1
1	18	1
13	18	1
32	18	1
99	18	1
119	18	1
128	18	1
150	18	1
154	18	1
155	18	1
157	18	1
158	18	1
159	18	1
160	18	1
161	18	1
165	18	1
171	18	1
172	18	1
173	18	1
174	18	1
175	18	1
176	18	1
177	18	1
178	18	1
1	19	1
13	19	1
99	19	1
119	19	1
128	19	1
150	19	1
161	19	1
171	19	1
172	19	1
173	19	1
174	19	1
175	19	1
176	19	1
177	19	1
178	19	1
1	20	1
13	20	1
29	20	1
30	20	1
31	20	1
32	20	1
119	20	1
128	20	1
150	20	1
154	20	1
155	20	1
157	20	1
158	20	1
159	20	1
160	20	1
161	20	1
165	20	1
171	20	1
172	20	1
173	20	1
174	20	1
175	20	1
176	20	1
177	20	1
178	20	1
99	21	1
1	22	1
2	22	1
13	22	1
26	22	1
99	22	1
119	22	1
128	22	1
150	22	1
161	22	1
2	23	1
13	23	1
33	23	1
53	23	1
62	23	1
73	23	1
84	23	1
93	23	1
98	23	1
100	23	1
101	23	1
102	23	1
103	23	1
104	23	1
105	23	1
106	23	1
107	23	1
108	23	1
109	23	1
110	23	1
111	23	1
112	23	1
113	23	1
114	23	1
115	23	1
116	23	1
117	23	1
118	23	1
119	23	1
120	23	1
121	23	1
122	23	1
123	23	1
124	23	1
125	23	1
126	23	1
127	23	1
129	23	1
130	23	1
131	23	1
132	23	1
133	23	1
134	23	1
135	23	1
136	23	1
137	23	1
138	23	1
139	23	1
140	23	1
141	23	1
142	23	1
143	23	1
